Tagging ID,Day,Ai_trk,GP Job Name,Impressions,Media Cost,visits,Call Leads,Web Leads
4363119SOC-BDA1-C1,15-Jun-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,418,$8.45 ,1,#N/A,#N/A
4363119SOC-BDA1-C2,15-Jun-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,279,$6.97 ,#N/A,#N/A,#N/A
4363119SOC-BDA1-C3,15-Jun-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,715,$21.31 ,1,#N/A,#N/A
4363119SOC-BDA2-C1,15-Jun-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,409,$10.93 ,2,#N/A,#N/A
4363119SOC-BDA2-C3,15-Jun-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,208,$7.66 ,2,#N/A,#N/A
4363119SOC-BDA2-C5,15-Jun-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,337,$7.78 ,1,#N/A,#N/A
4363119SOC-BDA3-C1,15-Jun-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,934,$25.91 ,3,#N/A,#N/A
4363119SOC-BDA3-C2,15-Jun-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,62,$0.51 ,#N/A,#N/A,#N/A
4363119SOC-BDA3-C3,15-Jun-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,281,$8.88 ,1,#N/A,#N/A
4363119SOC-BDA4-C1,15-Jun-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,507,$9.33 ,4,#N/A,#N/A
4363119SOC-BDA4-C2,15-Jun-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,523,$16.52 ,4,#N/A,#N/A
4363119SOC-BDA5-C2,15-Jun-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,194,$7.50 ,4,#N/A,#N/A
4363219SOC-BDA1-C1,16-Jun-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,438,$6.35 ,2,#N/A,#N/A
4363219SOC-BDA1-C2,16-Jun-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,383,$14.31 ,1,0,1
4363219SOC-BDA1-C3,16-Jun-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,687,$21.29 ,3,#N/A,#N/A
4363219SOC-BDA2-C1,16-Jun-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,428,$11.23 ,#N/A,#N/A,#N/A
4363219SOC-BDA2-C3,16-Jun-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,287,$9.56 ,#N/A,#N/A,#N/A
4363219SOC-BDA2-C5,16-Jun-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,404,$8.49 ,3,#N/A,#N/A
4363219SOC-BDA3-C1,16-Jun-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,"1,082",$26.42 ,1,#N/A,#N/A
4363219SOC-BDA3-C2,16-Jun-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,110,$2.16 ,#N/A,#N/A,#N/A
4363219SOC-BDA3-C3,16-Jun-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,152,$4.03 ,1,#N/A,#N/A
4363219SOC-BDA4-C1,16-Jun-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,503,$15.65 ,2,#N/A,#N/A
4363219SOC-BDA4-C2,16-Jun-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,315,$11.04 ,4,#N/A,#N/A
4363219SOC-BDA5-C2,16-Jun-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,159,$5.94 ,3,#N/A,#N/A
4363319SOC-BDA1-C1,17-Jun-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,683,$12.38 ,4,#N/A,#N/A
4363319SOC-BDA1-C2,17-Jun-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,421,$15.22 ,6,0,5
4363319SOC-BDA1-C3,17-Jun-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,506,$10.99 ,2,#N/A,#N/A
4363319SOC-BDA2-C1,17-Jun-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,382,$8.84 ,4,0,1
4363319SOC-BDA2-C3,17-Jun-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,490,$14.31 ,4,#N/A,#N/A
4363319SOC-BDA2-C5,17-Jun-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,502,$9.29 ,#N/A,#N/A,#N/A
4363319SOC-BDA3-C1,17-Jun-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,875,$19.43 ,3,#N/A,#N/A
4363319SOC-BDA3-C2,17-Jun-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,65,$1.47 ,#N/A,#N/A,#N/A
4363319SOC-BDA3-C3,17-Jun-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,510,$13.69 ,4,#N/A,#N/A
4363319SOC-BDA4-C1,17-Jun-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,656,$14.94 ,3,0,1
4363319SOC-BDA4-C2,17-Jun-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,306,$9.74 ,2,#N/A,#N/A
4363319SOC-BDA5-C2,17-Jun-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,254,$8.13 ,3,#N/A,#N/A
4363419SOC-BDA1-C1,18-Jun-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,610,$10.44 ,3,0,1
4363419SOC-BDA1-C2,18-Jun-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,269,$7.88 ,#N/A,#N/A,#N/A
4363419SOC-BDA1-C3,18-Jun-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,846,$23.15 ,1,#N/A,#N/A
4363419SOC-BDA2-C1,18-Jun-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,352,$9.94 ,4,#N/A,#N/A
4363419SOC-BDA2-C3,18-Jun-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,266,$10.42 ,2,0,1
4363419SOC-BDA2-C5,18-Jun-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,331,$8.81 ,2,#N/A,#N/A
4363419SOC-BDA3-C1,18-Jun-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,558,$11.23 ,4,#N/A,#N/A
4363419SOC-BDA3-C2,18-Jun-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,88,$3.17 ,1,#N/A,#N/A
4363419SOC-BDA3-C3,18-Jun-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,653,$16.81 ,1,#N/A,#N/A
4363419SOC-BDA4-C1,18-Jun-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,704,$18.07 ,3,#N/A,#N/A
4363419SOC-BDA4-C2,18-Jun-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,312,$8.77 ,1,#N/A,#N/A
4363419SOC-BDA5-C2,18-Jun-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,141,$4.89 ,3,#N/A,#N/A
4363519SOC-BDA1-C1,19-Jun-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,457,$5.33 ,7,0,5
4363519SOC-BDA1-C2,19-Jun-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,252,$8.84 ,3,#N/A,#N/A
4363519SOC-BDA1-C3,19-Jun-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,905,$22.87 ,7,#N/A,#N/A
4363519SOC-BDA2-C1,19-Jun-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,377,$7.35 ,#N/A,#N/A,#N/A
4363519SOC-BDA2-C3,19-Jun-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,352,$13.26 ,4,#N/A,#N/A
4363519SOC-BDA2-C5,19-Jun-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,403,$10.00 ,3,#N/A,#N/A
4363519SOC-BDA3-C1,19-Jun-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,912,$21.38 ,4,#N/A,#N/A
4363519SOC-BDA3-C2,19-Jun-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,67,$0.55 ,#N/A,#N/A,#N/A
4363519SOC-BDA3-C3,19-Jun-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,416,$11.64 ,5,#N/A,#N/A
4363519SOC-BDA4-C1,19-Jun-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,524,$6.48 ,2,#N/A,#N/A
4363519SOC-BDA4-C2,19-Jun-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,539,$16.38 ,1,#N/A,#N/A
4363519SOC-BDA5-C2,19-Jun-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,269,$8.65 ,2,#N/A,#N/A
4363619SOC-BDA1-C1,20-Jun-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,646,$12.62 ,3,0,1
4363619SOC-BDA1-C2,20-Jun-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,251,$10.37 ,2,0,1
4363619SOC-BDA1-C3,20-Jun-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,441,$8.15 ,#N/A,#N/A,#N/A
4363619SOC-BDA2-C1,20-Jun-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,654,$23.83 ,5,#N/A,#N/A
4363619SOC-BDA2-C3,20-Jun-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,102,$4.26 ,2,#N/A,#N/A
4363619SOC-BDA2-C5,20-Jun-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,164,$4.17 ,1,#N/A,#N/A
4363619SOC-BDA3-C1,20-Jun-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,960,$20.82 ,2,#N/A,#N/A
4363619SOC-BDA3-C2,20-Jun-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,78,$1.65 ,#N/A,#N/A,#N/A
4363619SOC-BDA3-C3,20-Jun-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,385,$10.16 ,#N/A,#N/A,#N/A
4363619SOC-BDA4-C1,20-Jun-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,559,$9.94 ,5,#N/A,#N/A
4363619SOC-BDA4-C2,20-Jun-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,328,$8.84 ,1,#N/A,#N/A
4363619SOC-BDA5-C2,20-Jun-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,262,$10.95 ,1,#N/A,#N/A
4363719SOC-BDA1-C1,21-Jun-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,766,$16.48 ,5,0,2
4363719SOC-BDA1-C2,21-Jun-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,232,$8.75 ,#N/A,#N/A,#N/A
4363719SOC-BDA1-C3,21-Jun-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,508,$13.52 ,3,#N/A,#N/A
4363719SOC-BDA2-C1,21-Jun-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,795,$25.48 ,11,0,1
4363719SOC-BDA2-C3,21-Jun-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,132,$4.60 ,#N/A,#N/A,#N/A
4363719SOC-BDA2-C5,21-Jun-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,108,$2.62 ,#N/A,#N/A,#N/A
4363719SOC-BDA3-C1,21-Jun-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,983,$20.15 ,7,#N/A,#N/A
4363719SOC-BDA3-C2,21-Jun-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,69,$1.12 ,#N/A,#N/A,#N/A
4363719SOC-BDA3-C3,21-Jun-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,545,$13.13 ,1,#N/A,#N/A
4363719SOC-BDA4-C1,21-Jun-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,989,$16.11 ,6,#N/A,#N/A
4363719SOC-BDA4-C2,21-Jun-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,233,$6.45 ,6,#N/A,#N/A
4363719SOC-BDA5-C2,21-Jun-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,274,$9.69 ,2,#N/A,#N/A
4363819SOC-BDA1-C1,22-Jun-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,423,$6.33 ,2,#N/A,#N/A
4363819SOC-BDA1-C2,22-Jun-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,183,$6.20 ,#N/A,#N/A,#N/A
4363819SOC-BDA1-C3,22-Jun-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,474,$14.74 ,2,#N/A,#N/A
4363819SOC-BDA2-C1,22-Jun-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,288,$9.22 ,3,#N/A,#N/A
4363819SOC-BDA2-C3,22-Jun-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,299,$7.57 ,#N/A,#N/A,#N/A
4363819SOC-BDA2-C5,22-Jun-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,331,$6.65 ,2,#N/A,#N/A
4363819SOC-BDA3-C1,22-Jun-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,"1,569",$29.51 ,6,#N/A,#N/A
4363819SOC-BDA3-C2,22-Jun-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,81,$1.24 ,#N/A,#N/A,#N/A
4363819SOC-BDA3-C3,22-Jun-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,90,$2.26 ,#N/A,#N/A,#N/A
4363819SOC-BDA4-C1,22-Jun-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,722,$10.38 ,2,#N/A,#N/A
4363819SOC-BDA4-C2,22-Jun-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,436,$11.72 ,5,#N/A,#N/A
4363819SOC-BDA5-C2,22-Jun-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,280,$7.51 ,1,#N/A,#N/A
4363919SOC-BDA1-C1,23-Jun-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,299,$3.79 ,1,#N/A,#N/A
4363919SOC-BDA1-C2,23-Jun-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,197,$6.19 ,2,#N/A,#N/A
4363919SOC-BDA1-C3,23-Jun-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,554,$15.58 ,1,#N/A,#N/A
4363919SOC-BDA2-C1,23-Jun-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,103,$1.92 ,#N/A,#N/A,#N/A
4363919SOC-BDA2-C3,23-Jun-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,311,$8.14 ,1,#N/A,#N/A
4363919SOC-BDA2-C5,23-Jun-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,509,$12.28 ,1,#N/A,#N/A
4363919SOC-BDA3-C1,23-Jun-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,"1,210",$23.44 ,4,#N/A,#N/A
4363919SOC-BDA3-C2,23-Jun-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,32,$0.49 ,#N/A,#N/A,#N/A
4363919SOC-BDA3-C3,23-Jun-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,474,$9.93 ,2,#N/A,#N/A
4363919SOC-BDA4-C1,23-Jun-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,609,$10.17 ,3,#N/A,#N/A
4363919SOC-BDA4-C2,23-Jun-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,386,$11.20 ,5,#N/A,#N/A
4363919SOC-BDA5-C2,23-Jun-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,282,$9.47 ,4,#N/A,#N/A
4364019SOC-BDA1-C1,24-Jun-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,569,$8.37 ,3,#N/A,#N/A
4364019SOC-BDA1-C2,24-Jun-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,353,$9.01 ,2,0,1
4364019SOC-BDA1-C3,24-Jun-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,730,$17.93 ,1,#N/A,#N/A
4364019SOC-BDA2-C1,24-Jun-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,690,$18.09 ,3,0,3
4364019SOC-BDA2-C3,24-Jun-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,277,$8.07 ,1,#N/A,#N/A
4364019SOC-BDA2-C5,24-Jun-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,957,$26.94 ,4,#N/A,#N/A
4364019SOC-BDA3-C1,24-Jun-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,"1,915",$29.42 ,1,#N/A,#N/A
4364019SOC-BDA3-C2,24-Jun-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,116,$2.09 ,1,#N/A,#N/A
4364019SOC-BDA3-C3,24-Jun-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,"1,149",$24.15 ,1,#N/A,#N/A
4364019SOC-BDA4-C1,24-Jun-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,"1,055",$13.09 ,6,#N/A,#N/A
4364019SOC-BDA4-C2,24-Jun-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,427,$11.19 ,1,#N/A,#N/A
4364019SOC-BDA5-C2,24-Jun-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,331,$9.70 ,1,#N/A,#N/A
4364119SOC-BDA1-C1,25-Jun-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,"1,045",$20.23 ,3,#N/A,#N/A
4364119SOC-BDA1-C2,25-Jun-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,603,$14.73 ,4,0,3
4364119SOC-BDA1-C3,25-Jun-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,891,$19.78 ,3,#N/A,#N/A
4364119SOC-BDA2-C1,25-Jun-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,410,$11.43 ,2,#N/A,#N/A
4364119SOC-BDA2-C3,25-Jun-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,600,$15.80 ,3,#N/A,#N/A
4364119SOC-BDA2-C5,25-Jun-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,725,$23.32 ,6,#N/A,#N/A
4364119SOC-BDA3-C1,25-Jun-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,"1,492",$23.57 ,8,#N/A,#N/A
4364119SOC-BDA3-C2,25-Jun-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,556,$12.62 ,3,#N/A,#N/A
4364119SOC-BDA3-C3,25-Jun-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,"1,284",$24.93 ,6,#N/A,#N/A
4364119SOC-BDA4-C1,25-Jun-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,"1,165",$26.88 ,10,#N/A,#N/A
4364119SOC-BDA4-C2,25-Jun-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,801,$23.69 ,8,#N/A,#N/A
4364119SOC-BDA5-C2,25-Jun-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,237,$7.41 ,4,#N/A,#N/A
4364219SOC-BDA1-C1,26-Jun-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,740,$9.23 ,5,0,3
4364219SOC-BDA1-C2,26-Jun-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,465,$13.51 ,2,0,1
4364219SOC-BDA1-C3,26-Jun-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,470,$13.14 ,1,#N/A,#N/A
4364219SOC-BDA2-C1,26-Jun-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,610,$12.69 ,6,0,2
4364219SOC-BDA2-C3,26-Jun-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,451,$13.29 ,3,#N/A,#N/A
4364219SOC-BDA2-C5,26-Jun-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,338,$6.15 ,2,#N/A,#N/A
4364219SOC-BDA3-C1,26-Jun-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,"1,188",$17.58 ,2,#N/A,#N/A
4364219SOC-BDA3-C2,26-Jun-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,859,$20.25 ,5,#N/A,#N/A
4364219SOC-BDA3-C3,26-Jun-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,"1,271",$22.14 ,3,#N/A,#N/A
4364219SOC-BDA4-C1,26-Jun-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,"1,917",$21.70 ,9,1,0
4364219SOC-BDA4-C2,26-Jun-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,636,$20.11 ,7,#N/A,#N/A
4364219SOC-BDA5-C2,26-Jun-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,470,$14.27 ,5,#N/A,#N/A
4364319SOC-BDA1-C1,27-Jun-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,712,$9.09 ,7,0,2
4364319SOC-BDA1-C2,27-Jun-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,378,$11.43 ,4,#N/A,#N/A
4364319SOC-BDA1-C3,27-Jun-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,628,$19.96 ,3,#N/A,#N/A
4364319SOC-BDA2-C1,27-Jun-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,524,$11.02 ,3,#N/A,#N/A
4364319SOC-BDA2-C3,27-Jun-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,182,$5.37 ,#N/A,#N/A,#N/A
4364319SOC-BDA2-C5,27-Jun-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,475,$10.34 ,1,0,1
4364319SOC-BDA3-C1,27-Jun-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,"1,053",$13.80 ,1,#N/A,#N/A
4364319SOC-BDA3-C2,27-Jun-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,"1,359",$22.10 ,8,#N/A,#N/A
4364319SOC-BDA3-C3,27-Jun-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,"1,312",$22.24 ,6,#N/A,#N/A
4364319SOC-BDA4-C1,27-Jun-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,"1,611",$26.02 ,8,#N/A,#N/A
4364319SOC-BDA4-C2,27-Jun-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,691,$16.48 ,3,#N/A,#N/A
4364319SOC-BDA5-C2,27-Jun-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,592,$13.31 ,7,#N/A,#N/A
4364419SOC-BDA1-C1,28-Jun-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,767,$10.96 ,4,0,1
4364419SOC-BDA1-C2,28-Jun-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,257,$9.68 ,3,#N/A,#N/A
